Sleep Quality,Productivity Score,Work Hours (hrs/day),Gender
10,9,4.833975728414476,Male
9,5,8.730203485959434,Female
6,3,11.347637799514407,Male
6,7,9.308298976133685,Male
8,3,7.178544923660783,Female
8,2,10.204220933560084,Male
3,1,8.21262773327435,Male
7,5,4.832868655876591,Male
8,2,6.345181842088106,Female
2,2,6.686926857198681,Other
9,8,10.947743807183302,Male
6,2,5.058209689002643,Female
2,7,7.979719151839125,Male
9,10,7.350164199136585,Female
8,8,9.772262888975243,Other
10,4,5.296111023132677,Female
1,9,8.786288466145237,Male
1,1,9.524481859565125,Female
8,10,5.769675534556818,Other
6,9,9.57936213797472,Other
2,8,9.201338803545823,Other
8,10,11.087821985889498,Other
2,4,11.9834728842667,Female
1,2,6.836977261126212,Female
1,6,10.290760115324415,Male
8,10,8.861894359030874,Female
7,1,8.778192579442727,Female
8,9,10.88101453134339,Other
8,8,4.695894079291281,Female
5,3,7.961172216111795,Female
3,9,10.804653832753935,Male
10,5,5.030958939787562,Female
1,8,9.07204562479689,Other
5,2,9.503085778406508,Female
2,4,11.751022842285533,Female
3,2,5.271506266214052,Male
4,6,9.443994416597704,Other
6,2,11.152793629433075,Other
8,2,10.212774822333934,Female
9,4,9.48452229783177,Female
5,9,6.333300629674426,Other
6,8,6.7681325411587165,Male
4,10,8.540326786092464,Male
9,9,8.903553398924847,Other
4,9,7.847230651591879,Female
7,2,7.985565731625112,Other
3,1,10.723619250215467,Male
1,5,7.508923353516724,Female
1,7,11.272260165325129,Other
6,5,10.863890031381649,Other
10,1,5.989714180701039,Other
1,4,10.946170244106067,Other
5,10,4.332582872403137,Male
8,4,9.334914060368837,Male
7,6,5.876490346678629,Other
1,8,8.564877973110637,Other
5,9,11.817393473770538,Other
4,3,10.382509190869076,Other
7,1,5.90035304699462,Male
9,2,11.61182847732793,Female
4,2,8.395313907443626,Male
4,4,4.811366627593732,Male
2,7,10.58539212476528,Other
4,7,8.211993553230247,Male
8,10,6.827371034421745,Male
4,3,5.344113661958907,Other
10,9,8.755810681489384,Other
3,7,8.627095336051273,Male
9,5,10.654904906011376,Male
6,1,9.294713518795028,Female
9,9,4.773411597173757,Female
8,5,5.949253728510933,Female
2,2,6.104900559286743,Male
2,6,10.290207654056756,Other
8,4,10.320243490456493,Female
2,1,7.834835521102814,Female
5,4,11.70492089271339,Other
3,2,4.465310364043806,Other
1,5,5.831156838772909,Female
3,7,7.853078772278899,Other
10,2,4.096966197151146,Male
5,4,7.9059290961742255,Male
6,9,11.136677511521874,Other
8,6,7.090791278786524,Male
1,9,4.333383204819074,Male
10,3,11.76599966136536,Male
10,8,11.742880278760245,Male
4,7,11.678612144607431,Female
5,10,9.251828858652022,Other
2,1,5.5797639188794985,Other
5,8,10.735988423120492,Male
2,3,10.54228263885556,Other
6,9,4.750055365164453,Other
4,7,9.864570368237398,Male
1,9,11.664587840955042,Female
4,5,7.132205585422635,Other
3,4,5.803510043709551,Male
3,10,9.563325186624423,Female
2,9,8.785802352509911,Female
7,4,5.6234909405992175,Other
3,5,5.804330639405861,Female
7,6,9.836065829219171,Female
10,8,5.975830392575999,Male
8,4,5.113962968940761,Female
10,5,11.836406723054054,Other
9,10,9.760064317304906,Male
9,6,8.348305738741168,Male
3,8,4.498184847055085,Male
4,6,5.010030262340908,Other
3,3,7.125826924908906,Female
10,8,6.211533524667169,Male
2,8,6.215235899022471,Female
5,7,11.05933094725871,Male
7,9,8.219196976981411,Female
6,2,6.514800905469987,Male
8,4,5.918992902047558,Female
1,3,10.749898611253794,Male
7,8,5.817436456188119,Other
3,4,10.073989864486744,Other
7,6,7.576444350451403,Other
8,9,6.240298636403916,Other
7,4,4.961977812093405,Male
9,4,4.385142687826828,Male
1,2,8.662454680667917,Male
4,7,4.201135666218182,Male
6,3,10.310418111242877,Male
8,6,9.07283225101065,Male
10,8,7.85632846489666,Female
8,1,10.420685436638504,Male
5,7,8.598236434115321,Male
1,5,11.632265020680324,Male
4,4,7.070711064359836,Female
9,2,9.42935965338052,Male
6,3,8.23993218341135,Male
10,9,5.728410920093498,Other
7,2,7.571356131212657,Female
10,8,7.14379380276233,Male
4,1,9.095218539637946,Male
6,2,5.338877865109024,Female
6,5,4.186816770625487,Other
6,4,4.7056136303189655,Female
5,3,6.074679178536756,Male
8,3,7.911182654339611,Other
5,5,10.820462255212428,Female
6,5,8.394579835225393,Male
4,8,8.179553163243716,Female
4,8,11.968983597115528,Other
5,2,9.872238100714451,Other
2,9,5.685639710937625,Female
4,8,4.552236327102797,Other
8,4,4.6211946773728405,Other
3,2,4.90345314148809,Male
2,6,7.240821556220531,Female
3,1,10.076891429598373,Male
4,4,9.711621060052718,Female
7,9,10.59022472080932,Male
1,6,7.735743999708886,Female
9,2,8.574473308857229,Other
10,7,9.406781971714691,Other
9,1,11.995729985725044,Male
3,2,7.326380005499601,Other
2,2,9.213118083818213,Male
3,5,10.256122679463738,Female
10,6,8.24750142729675,Female
1,9,10.161265694056768,Female
7,5,4.010829005723745,Male
8,3,6.423325830665541,Other
8,4,8.245898842294686,Other
10,1,11.251367711315496,Other
2,8,5.842007365684117,Male
6,3,8.37261713625836,Female
6,8,11.61143848289466,Male
6,3,5.520861198269821,Male
10,1,7.665877203142671,Female
4,10,4.368453873519651,Female
10,1,11.638775944307746,Male
10,4,11.93953831499823,Other
7,10,4.31143970660534,Female
8,3,6.610707447455898,Male
10,8,5.635687088437694,Male
3,8,10.487028648063347,Female
8,9,5.0229344097793405,Female
6,6,11.061875045387376,Male
5,9,6.171508621073602,Male
7,9,5.338570432008483,Female
6,9,6.9542461617243285,Other
7,9,6.192572714737528,Other
7,4,7.044141678959156,Male
7,6,8.008703042097576,Female
3,10,5.0537202286327485,Other
5,7,8.573967865149989,Female
5,5,11.479955454710122,Male
6,4,11.555588661554427,Female
8,10,11.84294992753748,Female
4,3,7.180899028422965,Female
7,4,11.404177662815048,Female
6,6,7.605491799511305,Female
9,5,9.89228182667834,Male
4,10,11.517212090348066,Male
2,5,4.741003864410938,Female
1,8,9.606941086891457,Other
5,2,6.838886645969183,Other
2,8,7.948007937235266,Female
1,1,6.668854312232345,Female
6,2,11.490244971751412,Female
6,6,10.115525824604036,Female
2,3,9.481074478995872,Male
5,7,10.314342786557486,Other
5,3,8.426969517998174,Female
6,4,7.288748871043518,Other
6,10,5.325985415721766,Female
7,8,5.873626967410673,Female
10,1,9.05135136974701,Other
1,5,8.062440511670232,Male
5,6,11.052507639526056,Other
3,2,5.467537571227476,Male
2,9,7.115239511831002,Male
4,3,4.342700440952906,Female
4,2,11.434307218096476,Other
4,7,10.255679817263673,Male
6,10,7.465304890521331,Other
8,10,7.398806742944695,Female
6,5,6.596094401402737,Other
6,1,7.458769811226778,Other
2,8,5.608521216399561,Other
6,10,11.991140896266325,Female
5,8,4.11505156857668,Male
5,4,7.1247488606542575,Other
2,5,7.754281818606323,Other
2,5,11.533535893264244,Female
7,6,5.633332473345944,Female
8,8,8.287480630816946,Female
8,8,4.253950122983909,Female
8,9,11.076666343369505,Female
5,1,11.802745067832564,Other
2,4,11.539067632018217,Female
8,1,6.051704488134128,Other
2,5,10.4304391238678,Other
7,5,9.721491638241927,Other
10,9,11.915609047720451,Other
6,7,7.254438407613788,Male
3,6,10.95684865979822,Male
3,6,8.830807860322224,Other
5,5,6.021168244970293,Male
1,2,7.889043881719393,Male
1,6,8.922029226259312,Other
5,3,9.172803551589295,Female
9,3,5.285436677694761,Male
8,8,7.03801218335454,Male
5,6,6.927086476455044,Male
1,7,4.331993337464636,Male
4,10,6.252928336845054,Female
3,8,4.711917718850773,Other
8,9,11.744611051605869,Female
10,1,4.918375418010241,Male
4,9,6.173065450194957,Other
10,10,8.668840296064797,Male
6,9,7.196150276695478,Other
5,6,4.7373436677794585,Male
7,6,9.985286611101484,Other
9,1,11.915454126237051,Other
3,6,4.414287109862535,Male
8,1,10.095068894899551,Male
10,2,9.251276828005256,Male
3,3,4.614424386515372,Male
2,10,7.305380137661756,Male
2,9,8.019418297331011,Female
10,2,7.427663230790364,Female
2,3,6.6016895702096905,Male
6,6,5.059236907971637,Male
9,5,11.096954537789587,Other
10,9,10.439709843194036,Male
6,9,10.947276191575472,Other
10,10,6.509652096416522,Male
8,8,8.10546467005423,Other
5,7,6.655986353902121,Female
10,4,10.081287438321272,Other
5,2,6.700259727070551,Female
6,2,8.364656974336532,Male
2,7,5.249612063444794,Male
4,7,9.322921667351237,Other
1,10,10.331708327116152,Other
3,6,9.460259676301773,Female
10,2,4.976059308615112,Male
10,4,10.45406051031301,Female
5,10,8.002228281662083,Male
4,4,9.58266228404136,Female
5,7,5.022197222319924,Other
9,4,6.546096331085807,Female
3,7,4.103179758316204,Other
9,7,6.519347556711166,Other
3,2,6.546432757538779,Female
4,6,10.982875372525315,Other
4,3,8.188508636238847,Male
7,6,9.102193134764732,Male
4,4,11.261883465420102,Male
9,1,9.024956249948572,Female
10,4,6.71444213847654,Female
9,6,8.93142541897496,Male
9,2,8.202067350252666,Other
4,3,10.975304490244044,Male
3,1,8.765438593292236,Female
4,10,6.584797613330698,Female
5,5,7.850223609753896,Female
5,6,4.192881547269335,Other
10,1,8.704003707437028,Female
7,3,7.320999516277769,Female
10,3,4.098728368482992,Male
3,4,5.162613539364033,Other
5,9,4.352526892563051,Male
2,9,10.054064721975426,Female
9,9,10.127772598841432,Other
8,9,5.895391951173788,Other
2,5,11.940116961295772,Female
7,4,10.660894186609047,Other
6,8,7.168007731084922,Female
7,7,8.750245055547618,Male
8,4,10.241701188285068,Male
1,1,11.295676673597065,Male
2,8,7.773195926004763,Other
1,9,10.467159058432184,Male
7,6,8.441070294025508,Male
4,4,10.49492899208304,Other
4,2,8.516725111467707,Male
5,8,10.872894061175332,Other
8,3,6.427084349033065,Female
2,10,8.600484587670518,Female
3,4,11.274021555495938,Male
3,3,6.139322227776861,Male
10,2,11.294549029488731,Male
10,3,4.041117020684482,Other
6,8,8.78271989476548,Other
1,10,5.556280265347873,Female
5,3,9.67511057459509,Male
2,9,9.561499729680524,Female
9,8,5.106972757764453,Male
2,2,6.053177657488766,Male
5,4,4.001816305746044,Other
7,4,4.953125375968385,Female
2,2,7.134487156937373,Female
7,3,7.685868801933391,Male
1,9,8.27728738460419,Female
1,3,4.491401034078661,Other
2,8,9.39214027907174,Female
1,1,5.375012097087394,Male
10,7,10.55699895638116,Female
7,1,5.554188568014411,Female
6,10,4.318491515566031,Male
2,7,11.850060619130216,Male
3,7,10.466145689730226,Male
2,1,7.056987955679785,Female
9,1,10.591981215039826,Other
7,5,9.80229667483644,Female
8,8,8.563275931229132,Male
4,1,6.976658039703168,Female
5,1,6.73706080089516,Male
3,4,6.906042813406482,Male
10,6,7.713631591617013,Male
4,1,11.65707866031837,Female
4,7,5.938829561094098,Female
4,6,6.733128901524815,Other
3,5,10.81124598313179,Male
9,8,8.144617321580489,Female
7,7,5.542964549516914,Female
7,4,8.937553816935733,Other
3,10,7.26311686805824,Male
6,4,4.557755406669836,Male
3,5,9.382047889975391,Female
9,9,6.042826801831212,Male
7,2,10.751947775536198,Other
8,7,5.850861138075272,Other
4,7,7.85613871821546,Male
5,3,6.5391108002230816,Male
5,10,9.464914285784372,Female
5,9,9.753875352353171,Female
5,10,5.806316417205033,Other
4,10,6.543237390186269,Other
8,10,7.562192198117635,Male
3,5,5.88470582595742,Other
8,3,10.414721347622448,Female
9,2,8.865691014131574,Female
8,10,9.392302939399654,Other
8,2,7.365892500548934,Other
4,9,4.665784529664578,Male
10,5,4.436882425707752,Other
4,9,5.611250473706818,Female
10,3,6.815078674776052,Female
9,4,5.0754674189564,Female
1,9,8.077251606430085,Male
6,2,5.142514435782939,Female
3,7,6.862038106349714,Male
7,10,8.561453054037552,Female
5,8,11.060923660137966,Other
5,8,5.066614530740601,Male
3,1,10.47982994946778,Male
7,2,11.735748116946525,Other
9,5,11.665104958435968,Other
6,7,5.111751935092997,Female
2,7,10.290653243160325,Female
10,2,4.242830444264034,Other
1,10,11.021537430622786,Female
3,3,10.972687062899253,Other
4,4,9.155880492164751,Other
4,3,5.096422422625244,Female
8,3,7.449683878914631,Male
2,7,5.862868455008754,Male
7,7,10.941616783353911,Male
8,2,6.124460784099309,Male
10,6,5.7626191475006605,Female
7,10,9.1448348209428,Other
10,6,11.458785133069686,Male
1,4,11.804815353253218,Other
3,10,10.61112249280444,Male
4,3,11.31101032257437,Male
10,1,9.2440797747689,Male
6,9,7.370407053066917,Other
4,9,7.50435260724307,Other
7,6,4.139985711899109,Male
8,10,11.14490993057978,Male
7,10,10.502807772294062,Male
4,9,4.264095487202618,Female
10,8,5.778262133108682,Male
4,2,11.249100289019836,Other
2,4,7.623066883324093,Male
10,6,5.1310684337307215,Female
2,7,5.746424894492098,Male
1,1,9.394348589600195,Other
5,7,9.045082359864644,Female
10,9,6.143978135075024,Female
2,3,9.21824890254757,Male
9,4,9.302878301077325,Female
10,2,8.173867350825965,Female
3,7,5.101872791102469,Female
5,8,8.88913218568997,Other
10,10,7.456538280532942,Female
2,6,4.23040944437215,Female
4,8,6.74702231659658,Female
10,5,5.1641384030994,Other
10,1,8.781059518951203,Female
1,10,11.235622492499951,Male
6,6,11.479144372436068,Other
9,2,10.825025375281893,Male
6,7,4.875858928551952,Other
2,8,4.197359636323897,Male
9,3,4.829093811846365,Female
9,1,5.072199154551934,Female
4,5,10.44095367003732,Male
1,7,4.135753034523732,Other
4,2,4.577705482681504,Other
1,9,5.7042825587461135,Female
9,8,10.027804843571843,Male
10,8,11.34035915677076,Female
9,4,7.080848983919363,Male
7,5,4.631438840307299,Other
7,1,6.70888983290106,Male
6,10,4.854567943711925,Male
7,3,8.413698976159736,Female
4,6,9.674369017126144,Male
10,8,10.567353708904,Male
4,3,7.948349276715624,Male
1,5,9.335725627897451,Other
6,8,8.262777058266078,Other
3,9,9.43977368071501,Female
2,8,6.037310127119695,Male
3,2,5.5815224249159,Other
6,5,5.165029173643387,Female
8,8,4.749063146669034,Other
2,6,9.454283982307636,Other
10,7,9.657826626683386,Male
7,10,8.009301851659924,Female
7,2,10.05541476101611,Other
3,1,9.30792276102968,Other
2,2,6.727582413140878,Male
6,8,5.559542151761279,Female
8,7,6.423561343120672,Female
7,8,4.141710804875112,Female
2,4,6.894146495380527,Female
10,1,8.076070985793615,Male
1,4,7.090945097094456,Other
8,7,9.083423365623776,Male
7,7,5.190469716145408,Male
4,2,5.921960147714431,Female
5,5,11.118691152706486,Female
7,1,4.705137947126337,Female
7,1,10.986888942731504,Female
7,9,6.488056029367099,Female
5,10,10.2752453248672,Female
10,8,9.70921659594994,Other
1,2,8.83136354929782,Female
3,1,11.855177120281963,Female
1,6,7.592667141408907,Male
3,2,7.930643455297047,Other
8,1,5.774235935468371,Male
9,7,9.465404505918546,Other
2,5,9.409258667627562,Other
9,7,4.603297407942306,Female
1,7,6.14879146331678,Female
1,7,6.930291089652178,Other
5,6,9.576104111474104,Male
5,8,4.480065540712094,Male
1,9,5.5284971147708655,Female
5,10,7.797769017025703,Male
6,10,5.5973579043251735,Other
4,10,9.543027421573218,Female
8,9,8.877512489996544,Male
4,2,7.447530692146615,Other
10,3,6.87200614463411,Female
6,1,5.042543904730327,Male
8,1,6.088227132286785,Other
10,10,5.662323717638031,Male
10,4,9.963181913132315,Other
8,10,5.74618559025195,Male
7,10,8.76851144880476,Male
8,2,9.67039411924923,Female
10,3,7.471104387883836,Male
9,1,6.2947731651776,Other
10,8,8.885854237156959,Other
3,10,6.501706361131665,Female
4,1,10.440747014396209,Male
1,3,5.75511511356997,Other
4,4,4.43771339866912,Female
6,10,4.479401242568652,Female
5,4,9.363573322260072,Other
10,7,7.45534824916663,Female
7,10,10.982641873226562,Other
3,2,6.690464755309998,Female
9,6,10.835640665483227,Female
2,10,4.923223674515265,Male
6,9,10.40931253740127,Other
5,9,7.224310063257057,Other
10,6,7.983588740658111,Female
2,3,7.574177270716855,Other
7,7,9.28375777091545,Female
8,8,8.292860074110195,Male
6,6,5.925700685308054,Other
9,9,10.134146850706683,Female
10,7,5.532170576401185,Female
3,4,7.214507668813561,Female
2,9,8.726526999164061,Female
5,6,7.870375172662371,Male
8,10,5.938346633603732,Female
1,2,7.25458117918772,Male
9,10,7.618512280410684,Other
6,10,4.225530723577777,Male
5,9,6.488293338082696,Other
1,2,6.596053193351579,Female
9,10,9.890031583683696,Other
6,5,9.24503529691454,Male
2,3,7.996531707007462,Female
3,10,4.774549847897749,Female
10,1,7.039394327696116,Male
7,8,5.796475754151171,Female
5,7,7.36266647545474,Female
5,9,11.298036488809243,Female
10,9,6.942805556859668,Other
7,7,4.376489583015579,Other
10,10,4.404059766658257,Other
8,4,4.3885017863652935,Male
1,1,10.06707817271934,Other
8,6,11.69491899478399,Male
2,1,6.197640262457149,Female
1,6,4.531242827683979,Male
3,9,9.292728527674123,Male
4,3,7.398628265415204,Other
5,10,11.879432867531932,Male
6,10,9.552578668247875,Other
3,7,10.223556219762568,Other
7,5,8.71428582290281,Male
7,10,9.35689005230014,Other
1,4,8.347246817586113,Female
5,3,8.217187053002117,Other
1,9,10.8864869014939,Male
3,5,5.345688739468333,Female
7,1,6.563895181244378,Female
3,9,6.689282061956159,Male
2,1,7.229173555947822,Male
6,8,6.173660150832744,Male
1,4,11.571029226866967,Other
10,10,6.701753156497737,Male
2,2,10.767722048788269,Male
5,9,10.646139108758083,Other
1,7,8.829954308506052,Female
1,10,8.228673611499538,Male
8,2,9.865224184852682,Other
4,9,4.010275404214411,Female
6,2,11.15809589609996,Male
2,9,11.315533835898709,Female
1,9,9.41111502443928,Female
4,3,6.604649060152092,Male
9,1,10.047726791449984,Other
6,4,10.463504240114268,Female
9,2,9.14241640129666,Other
2,5,9.994522841139474,Male
7,9,4.578858061930613,Other
10,5,9.690126597683625,Male
3,6,6.934016611407521,Other
3,6,5.419275760969459,Female
6,6,6.732557063554201,Other
8,2,11.917892781698168,Female
9,6,5.977648589911015,Female
9,7,6.260326909299549,Other
5,3,10.426436588144268,Female
7,5,11.39374747874128,Male
6,5,10.40531153220249,Other
2,7,5.913785709326864,Male
1,2,9.048273405696392,Other
9,2,5.603752382130872,Female
1,3,5.8925434016888,Other
10,5,6.366022676962635,Female
6,9,6.766628562476751,Female
2,10,4.4323810187978125,Male
2,4,10.413140718650938,Male
3,1,7.829158964404199,Male
1,10,5.958398984013807,Other
4,8,10.907931603702549,Female
1,6,6.811031734064869,Male
10,7,11.60168964692344,Male
7,4,5.031831263417322,Other
3,7,11.246795119994443,Other
3,10,7.509373574424391,Male
2,4,5.676153794500257,Female
10,2,9.548078696370563,Female
8,10,9.783547395115576,Other
2,6,8.195490766861994,Female
6,10,11.83787467819088,Female
1,3,7.512331910569183,Female
5,4,9.054198749222042,Male
7,7,9.861787323306451,Male
7,4,4.844109171209609,Female
6,1,7.273803841534367,Female
7,2,7.958627652971361,Male
2,9,5.373679911789505,Male
10,2,8.16146348585915,Other
10,6,9.158848347437814,Other
8,3,9.652398418262615,Other
1,6,4.730013272952385,Other
7,3,5.888063442589696,Female
1,6,6.642461500455028,Male
8,1,4.02273722931178,Male
2,5,10.0860744670956,Female
2,3,6.799163709179189,Male
8,5,6.594006990815765,Female
2,5,9.355296514029147,Male
1,8,6.014517616073054,Female
3,5,8.83841409475171,Other
9,1,5.128877186661194,Other
10,10,8.083141770789652,Other
3,7,5.662165035517827,Male
6,3,10.066420937684148,Other
7,7,7.959862357699688,Other
5,10,10.42460513870196,Male
7,8,10.489300831033058,Female
1,9,6.784215705509754,Other
5,7,10.31891696828431,Male
2,7,8.001851831406416,Male
6,3,8.760370759390089,Other
6,5,10.45768797140334,Other
7,6,8.077785372828522,Female
8,10,9.043181850198614,Other
6,8,10.899473041129257,Male
9,8,9.512872651894591,Other
10,7,5.63020827352851,Male
3,4,4.445996787762624,Male
9,5,9.764691354965098,Other
1,7,8.444937237459223,Male
6,8,6.881297225710332,Other
9,3,6.8518133667823,Female
4,5,11.27644342749762,Female
4,5,8.686816979465346,Other
1,10,11.942646603557575,Other
7,9,7.585286986952016,Male
2,3,6.159789094843696,Female
9,3,6.477455666503611,Male
1,10,10.02247195608808,Male
4,2,7.388324617932065,Other
9,9,10.6728926661306,Other
3,8,8.8340761278954,Female
10,10,10.14373406247844,Male
2,3,11.688167486121706,Other
2,10,6.604026705009083,Female
1,7,9.188216214593623,Male
10,8,4.5052842253131145,Male
6,8,9.392467622029567,Female
3,5,9.532044366508757,Female
3,8,6.847747126657892,Other
3,3,4.43146066272697,Male
1,4,10.836939705214682,Female
9,5,4.560944365975917,Other
7,8,4.888506426253238,Other
10,1,6.732208603370911,Other
3,2,7.846289345437818,Other
7,1,4.292163035050991,Male
8,6,6.414677287143161,Other
7,9,10.266693535396964,Female
3,10,9.220907213978828,Female
8,7,8.976235834016073,Male
7,10,4.034876639652643,Female
10,4,7.1946091711320825,Male
7,4,11.300673743398583,Other
10,6,10.21557110714017,Male
9,6,10.62434628619402,Male
4,4,8.87556237861823,Other
9,7,6.42762573159685,Male
7,6,4.212820508772511,Female
5,9,10.429081177229548,Other
6,4,8.434580784669244,Male
3,3,8.100661014777092,Male
1,2,4.378596241091371,Other
5,1,11.420028410372606,Male
3,7,10.358382038566212,Other
7,9,6.91119525196266,Female
8,9,6.054652596536469,Female
7,5,6.340871152317164,Female
8,9,11.442933263212236,Other
7,7,5.636034709542367,Other
3,5,4.2777292174711565,Male
7,3,8.181550192356296,Male
6,2,6.124875661331319,Female
7,1,11.04198395580451,Female
7,10,8.693852219118014,Male
10,8,9.063471043768358,Female
10,10,6.483184762366759,Other
1,7,6.2850127974686165,Male
3,1,4.046165290343744,Male
5,4,10.654065126417976,Female
3,4,11.014740255054065,Other
6,3,4.514553785548668,Female
3,3,10.581891888347451,Female
8,5,6.709146171582906,Other
5,7,4.338675940146427,Male
3,5,4.358011471409905,Male
5,8,6.322269418518083,Male
10,4,7.738858306652894,Female
6,8,7.960447565236679,Female
4,9,9.666592392623762,Female
6,6,7.698894273181867,Other
1,5,7.09194978291131,Female
3,1,8.833643838906433,Male
5,10,5.436869910618423,Female
5,7,7.545440601157276,Other
2,7,6.405245124485953,Female
5,9,9.7575565716867,Other
3,1,10.732125792496984,Female
6,7,4.474471158408774,Male
7,5,4.242713974546546,Female
5,6,5.189380509569457,Female
6,10,10.875476662668408,Male
4,1,7.661164928268322,Other
5,7,10.521441855759113,Male
6,4,8.026111207206515,Female
6,8,7.7177984246453715,Other
7,2,8.700099835414232,Male
10,6,10.657903532489826,Female
7,3,6.905060722075698,Female
3,5,5.275122125991369,Other
2,10,4.855358915038571,Other
10,7,7.21725105475174,Male
10,3,7.243231686807393,Female
8,2,5.797285600840572,Other
7,9,7.921775797229927,Other
5,1,11.861505916730604,Female
3,3,7.0965385071303455,Other
7,10,11.346065343530451,Male
7,3,7.330795990371453,Male
10,10,8.501510046325835,Other
10,6,8.63133226074174,Male
7,1,8.066493554213556,Female
3,3,11.737705654466149,Female
1,6,9.37513612509098,Other
8,3,4.139444364016367,Female
5,8,6.694552887739655,Female
5,5,9.812686126611627,Other
6,5,11.462232997501877,Male
1,9,8.604161735728992,Female
6,9,6.710409359416904,Female
5,4,8.338871603938571,Female
2,6,8.112246555806955,Male
4,7,10.317388910342046,Male
10,3,8.768241287598409,Female
3,9,7.80563262551245,Male
4,3,10.488122999456554,Male
7,10,11.231840072446726,Male
7,5,9.82708948880586,Male
3,1,7.34699764086278,Other
8,4,11.130261318622004,Female
10,4,10.897677126025911,Other
4,6,4.146707112085199,Female
2,9,8.83952650558204,Female
1,7,11.621323424786931,Male
8,8,6.31481928177797,Male
10,8,6.010461497137254,Female
1,6,8.399831891070914,Male
7,2,7.760767667612129,Female
3,7,7.83373005946813,Other
1,4,9.495506845333624,Other
3,6,10.103755109672186,Other
5,8,8.832871209206777,Other
7,1,6.161991000493713,Other
1,8,8.465073265025719,Female
5,2,8.19947267394774,Male
6,7,8.028615170708733,Other
2,2,6.073921083122161,Female
6,1,4.504757449465726,Other
10,2,6.150250385292833,Other
4,1,6.55694500406457,Male
1,2,11.664982363836904,Other
6,9,7.5210215723706115,Female
7,2,8.99937975830765,Other
4,6,7.336441889861645,Female
6,8,6.756495263903003,Male
5,6,7.754586376347761,Male
3,9,4.107383320961021,Other
5,3,5.873555404934503,Male
8,7,9.447428293148022,Male
10,2,4.147651352344181,Male
3,9,7.352597465003527,Male
4,2,10.712393344634858,Other
8,7,9.452208239093205,Female
10,10,10.232751547054164,Other
1,9,9.9906197088319,Other
7,6,6.532770787301174,Other
8,9,9.707695586931996,Female
1,8,7.1149440830512045,Female
1,9,10.499649419351234,Male
9,7,10.24416460695685,Female
2,2,4.064254911004984,Male
6,7,5.253674366103353,Male
4,1,6.920202432310584,Female
4,3,4.396997021948204,Other
5,5,11.145889177679576,Other
8,8,6.229709721129192,Female
9,4,4.579378502885478,Female
6,5,8.80820701990952,Female
9,8,11.263124803302665,Female
6,9,9.728747859919691,Male
10,5,5.34570881867368,Other
8,8,7.488332663303602,Female
4,5,7.317584946441025,Male
3,10,9.687437093983068,Female
9,8,9.116496784271686,Other
8,8,5.791249615307844,Other
5,6,9.987170849677945,Female
9,4,8.899916056776668,Male
6,7,4.584414214485284,Other
6,6,8.19853400291793,Other
8,1,6.297054697497146,Female
3,10,8.749500954696165,Female
4,2,6.601769530997074,Female
4,2,10.994372481777392,Male
6,5,8.197507296747819,Other
1,10,7.8015817556555955,Female
2,7,10.755410664960696,Other
10,9,9.696944450673085,Female
8,3,9.988517747629016,Female
1,2,5.808793549013537,Other
5,9,9.819178350767611,Female
3,2,4.751279718648241,Other
